ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
624843,f,9/26/1991,78,state board,2009,79.8,state board,4233,2,B.Tech/B.E.,electrical engineering,76,4233,0,Tamil Nadu,2013,450,475,165,0.017704842,355,-1,-1,-1,206,-1,-1,-0.3027,-0.9531,0.6248,0.3995,-1.244,110000
1058932,m,10/26/1989,73,cbse,2006,61.6,cbse,2177,1,B.Tech/B.E.,information technology,66.9,2177,0,Rajasthan,2013,595,570,725,0.953899775,535,-1,530,-1,-1,-1,-1,-0.4463,0.5454,0.4711,0.7798,-0.8608,400000
1259641,f,2/21/1992,87,cbse,2008,60,cbse,973,2,B.Tech/B.E.,computer science & engineering,70.82,973,0,Uttar Pradesh,2013,640,605,400,0.842248322,425,-1,469,-1,-1,-1,-1,0.8463,1.2114,1.2396,-0.1076,1.247,220000
256680,m,8/25/1989,59,icse,2007,54.14,puc,1461,2,B.Tech/B.E.,information technology,58,1461,0,Karnataka,2011,445,335,455,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.4173,-0.4353,-0.9245,1.8249,-0.2875,520000
1076044,m,1/7/1992,83.3,state board,2009,92.4,state board,4344,2,B.Tech/B.E.,electronics and communication engineering,66.65,4344,0,Andhra Pradesh,2013,510,555,535,-1,405,-1,346,-1,-1,-1,-1,0.7027,0.2124,0.6248,-0.3612,0.6721,360000
677102,f,11/2/1992,58.2,state board,2009,69.6,state board,8954,2,B.Tech/B.E.,electronics and communication engineering,66.2,8954,0,Rajasthan,2013,465,510,455,0.694479328,-1,366,-1,-1,-1,366,-1,-1.5953,0.2124,0.7785,1.0333,1.0554,170000
243794,m,5/31/1989,80.2,cbse,2007,77.2,cbse,2656,2,B.Tech/B.E.,electronics and electrical engineering,79,2656,0,Haryana,2011,695,445,585,0.910770164,-1,433,-1,-1,-1,-1,-1,0.0464,0.9688,1.2525,0.1798,0.1864,475000
1123216,m,11/12/1989,65,state board,2007,62,state board,1060,2,B.Tech/B.E.,electronics and communication engineering,60,1060,0,Orissa,2012,385,510,295,0.436962648,335,-1,-1,-1,-1,324,-1,0.8463,0.8784,-0.6048,-0.7415,1.247,100000
436253,f,10/29/1989,84.14,cbse,2007,73.61,cbse,48,1,B.Tech/B.E.,computer engineering,76.09,48,1,Delhi,2012,445,475,595,0.793580615,495,-1,-1,-1,-1,-1,-1,-1.8083,0.0328,-1.0697,-0.0552,-0.7615,200000
1171988,f,10/7/1991,90,state board,2009,91.8,state board,631,2,B.Tech/B.E.,electronics and communication engineering,75,631,0,Kerala,2013,560,520,390,-1,-1,-1,-1,-1,-1,-1,-1,0.5591,0.2124,-0.7585,0.3995,0.6721,320000
267894,m,1/9/1988,76.6,cbse,2005,65.6,cbse,462,2,B.Tech/B.E.,electronics and communication engineering,58,462,1,Karnataka,2011,455,475,665,0.910770164,-1,433,-1,-1,-1,286,-1,-0.1082,-0.7473,-1.0697,0.5323,-0.8799,190000
807306,m,6/11/1988,54.8,cbse,2005,52.8,cbse,11759,2,MCA,computer application,72.27,11759,0,Uttarakhand,2014,335,570,515,0.842248322,605,-1,469,-1,-1,-1,-1,-1.7389,-1.4526,-1.3733,0.2727,-2.0105,150000
484152,m,5/16/1991,89,state board,2009,78,state board,2665,2,B.Tech/B.E.,electronics & telecommunications,70.26,2665,0,Maharashtra,2013,415,415,425,0.694479328,375,366,-1,-1,-1,260,-1,-0.1082,1.2808,0.5269,-0.5253,0.0679,400000
1269213,m,1/31/1989,68,cbse,2009,64.8,cbse,5483,2,B.Tech/B.E.,computer science & engineering,74,5483,1,West Bengal,2014,525,580,595,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.0208,0.2124,-0.1437,1.1601,-0.6692,120000
1266709,m,1/18/1992,73,state board,2009,66,state board,987,2,B.Tech/B.E.,computer science & engineering,70,987,0,Orissa,2014,315,530,380,0.356536488,275,-1,346,-1,-1,-1,-1,1.9953,0.8784,0.4711,-1.6289,0.4805,195000
206734,m,11/7/1988,60,0,2004,59,0,144,2,B.Tech/B.E.,computer engineering,67,144,0,Uttar Pradesh,2011,515,555,425,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.881,-0.2793,-0.6343,-0.6428,-2.9731,675000
918889,m,12/9/1993,55,state board,2010,70.4,state board,6408,2,B.Tech/B.E.,electronics and communication engineering,61.4,6408,0,Uttar Pradesh,2014,405,495,415,0.649389715,-1,356,-1,-1,-1,233,-1,0.1282,-0.4536,1.3933,0.9066,0.0973,180000
752115,m,10/29/1991,89,cbse,2008,63,cbse,5483,2,B.Tech/B.E.,information technology,75.2,5483,1,West Bengal,2013,675,595,695,0.864685413,525,-1,-1,-1,-1,-1,-1,1.5644,0.7119,-0.6048,-0.995,-0.6692,300000
41012,m,4/20/1986,81,icse,2005,77,mp,402,1,B.Tech/B.E.,electronics & telecommunications,77,402,0,Madhya Pradesh,2010,655,735,755,0.985461394,575,500,-1,-1,-1,-1,-1,-0.1082,0.5008,1.2525,-1.7004,0.5024,370000
333439,m,9/20/1991,67,uttrakhand board,2008,76,uttrakhand board,6434,2,B.Tech/B.E.,civil engineering,58,6434,0,Uttarakhand,2012,345,525,325,0.371138666,115,366,-1,-1,-1,-1,320,-1.8083,-1.9953,-1.2148,-0.26087,-3.1311,290000
933812,m,1/9/1992,69,cbse,2010,69,cbse,5298,2,B.Tech/B.E.,electronics and electrical engineering,71,5298,0,Tamil Nadu,2014,510,475,400,0.298769129,465,-1,-1,-1,356,-1,-1,1.1336,1.0449,0.7785,-2.3895,-0.2859,310000
1158194,m,6/16/1992,74.5,state board,2008,65.4,state board,3579,2,MCA,computer application,73.55,3579,0,Uttar Pradesh,2015,405,370,295,0.356536488,455,-1,346,-1,-1,-1,-1,1.4208,0.2124,1.0859,-0.4879,-0.8608,200000
359057,m,5/31/1990,89.4,cbse,2008,86.4,cbse,44,2,B.Tech/B.E.,electronics and electrical engineering,72.62,44,0,Uttar Pradesh,2012,485,445,595,0.229481755,-1,266,-1,-1,-1,-1,-1,0.51,0.1498,0.2729,1.8249,0.1864,345000
214454,f,8/30/1989,74.6,cbse,2006,68.6,cbse,44,2,B.Tech/B.E.,computer engineering,77,44,0,Uttar Pradesh,2012,395,435,575,0.735795709,475,-1,-1,-1,-1,-1,-1,0.2009,-0.2793,-0.4891,1.1199,-0.4455,190000
192966,f,8/20/1988,58,0,2005,55,0,893,2,MCA,computer application,72,893,0,Uttar Pradesh,2011,445,395,455,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.2628,0.1888,0.2366,1.2374,0.8183,200000
642404,m,7/1/1992,92,cbse,2009,90.2,state board,436,1,B.Tech/B.E.,civil engineering,77.78,436,0,Uttarakhand,2013,730,655,780,0.679644641,-1,-1,-1,-1,-1,-1,388,0.8463,0.8784,0.4711,-2.0092,-0.2859,600000
416040,m,4/3/1990,80.6,0,2007,67,0,53,2,B.Tech/B.E.,information technology,63.19,53,0,Uttar Pradesh,2012,465,435,585,0.765673581,485,-1,-1,-1,-1,-1,-1,0.626,0.0328,1.5428,0.6204,-0.2875,400000
1061749,f,3/10/1989,80,state board,2007,60,state board,3724,2,MCA,computer application,68,3724,1,Telangana,2013,430,395,380,0.165633092,305,-1,-1,-1,-1,-1,-1,1.1336,1.2114,1.7007,-0.8682,1.6302,110000
1013562,f,10/4/1991,64,icse,2009,60,cbse,904,2,B.Tech/B.E.,information science engineering,65,904,1,Karnataka,2013,665,555,310,0.450876584,395,-1,-1,-1,-1,-1,-1,-0.0154,1.3779,1.7007,-1.1218,0.8637,205000
215639,m,4/20/1989,81.6,cbse,2007,72.2,cbse,5026,2,B.Tech/B.E.,mechanical engineering,65,5026,0,Orissa,2011,665,525,595,0.755375121,345,-1,-1,446,-1,-1,-1,-3.3539,0.5008,-0.1988,0.8848,-0.9194,370000
534043,m,8/30/1990,78,nagpur,2008,64,nagpur,11583,2,B.Tech/B.E.,mechanical engineering,58,11583,0,Maharashtra,2013,405,510,470,0.414337426,-1,-1,-1,366,-1,-1,-1,0.3941,0.1888,0.3817,1.0611,0.1864,120000
244386,m,10/9/1988,71,icse,2007,62,cbse,3427,2,B.Tech/B.E.,electronics and communication engineering,70,3427,0,Orissa,2011,475,385,545,0.376059587,425,300,-1,-1,-1,393,-1,0.51,-0.4353,-0.344,0.2973,-0.1295,225000
1097167,f,2/23/1993,85,state board,2010,81,state board,9198,2,B.Tech/B.E.,computer science & engineering,76.4,9198,1,Telangana,2014,490,555,560,0.842248322,475,-1,469,-1,-1,-1,-1,0.99,1.0449,0.7785,-0.4879,-0.0943,400000
318391,f,8/10/1990,83.5,ssc,2008,94.2,ssc,5071,2,B.Tech/B.E.,information technology,88.2,5071,0,Andhra Pradesh,2012,515,475,445,0.670743151,455,-1,-1,-1,-1,-1,-1,0.6646,1.4368,-0.0537,0.88483,0.5024,425000
660954,m,8/17/1990,86,cbse,2009,61,cbse,11473,2,B.Tech/B.E.,electronics and communication engineering,75,11473,1,Tamil Nadu,2013,570,470,530,0.124502074,355,233,-1,-1,-1,366,-1,-0.5899,-0.6201,1.3933,-0.3612,0.6721,265000
439125,m,1/27/1989,88.53,board of secondary education (bse) orissa,2007,83.88,certificate for higher secondary education (chse)orissa,3081,2,B.Tech/B.E.,electronics & telecommunications,77.1,3081,0,Orissa,2012,595,585,565,0.960603252,-1,466,-1,-1,-1,-1,-1,-1.1901,-0.6693,-1.4688,0.0623,-1.3934,450000
611020,m,8/7/1992,86.6,state board,2009,78.4,state board,961,2,B.Tech/B.E.,computer science & engineering,68.5,961,1,Telangana,2013,380,410,515,0.080055281,295,-1,253,-1,-1,-1,-1,-0.159,0.7119,-0.6048,0.5262,1.0554,240000
863437,m,12/10/1990,82,icse,2009,82,icse,10268,2,B.Tech/B.E.,computer science & engineering,67,10268,1,Karnataka,2013,660,610,705,0.911395278,565,-1,500,-1,-1,-1,-1,0.7027,0.3789,-0.1437,-0.1076,0.6721,325000
340205,m,4/7/1991,72,cbse,2008,67,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,61.8,10932,0,Uttar Pradesh,2013,385,395,525,0.824666401,215,400,-1,-1,-1,340,-1,-0.5719,0.5008,-0.0537,1.11983,1.2528,300000
331251,f,12/10/1990,92,board of secondary education,2008,94.9,board of intermediate,9769,2,B.Tech/B.E.,computer engineering,76,9769,1,Telangana,2012,595,475,684,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.4173,-0.2012,-0.3803,-0.4078,-0.9194,355000
265303,f,10/6/1989,94.8,state board,2007,84.09,state board,1263,2,B.Tech/B.E.,computer engineering,72.8,1263,1,Tamil Nadu,2011,415,455,464,0.165633092,305,-1,-1,-1,-1,-1,-1,-1.6538,-1.0593,-1.3599,-0.0552,-1.7093,110000
519873,m,4/5/1991,82.24,kseeb,2008,62.5,karnataka pu board,129,2,M.Tech./M.E.,information technology,73.1,129,0,Tamil Nadu,2015,495,345,375,0.415524556,-1,400,-1,-1,-1,233,-1,0.626,0.8128,0.3817,-1.0541,0.3444,150000
1043020,m,6/21/1991,87,state board,2009,85,state board,4680,2,B.Tech/B.E.,electronics and communication engineering,81,4680,1,Tamil Nadu,2013,455,485,605,-1,-1,-1,-1,-1,-1,-1,-1,0.6696,-0.1334,0.3292,-1.5899,-0.8608,335000
1284437,f,11/16/1992,90.6,cbse,2010,78.8,cbse,6874,2,B.Tech/B.E.,computer science & engineering,79.57,6874,0,Uttarakhand,2015,830,455,545,0.884122512,535,-1,-1,-1,-1,-1,-1,0.5591,0.8784,0.7785,-1.3753,0.4805,200000
654308,f,7/28/1991,76,state board,2009,88,state board,9812,2,B.Tech/B.E.,computer science & engineering,67,9812,1,Telangana,2013,520,620,665,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.159,0.3789,0.4711,-0.6147,0.0973,300000
1081172,m,9/13/1991,67,cbse,2010,58,cbse,7814,2,B.Tech/B.E.,information technology,84,7814,0,Orissa,2014,560,470,450,0.744758354,285,-1,438,-1,-1,-1,-1,-0.7335,0.3789,0.7785,0.7798,0.8637,145000
591412,m,2/3/1991,90.1,cbse,2009,83.6,cbse,527,2,B.Tech/B.E.,electronics and communication engineering,72,527,0,Haryana,2013,605,475,515,0.960603252,-1,466,-1,-1,-1,-1,-1,-0.7335,0.5454,-0.9122,0.0192,-0.0943,200000
948250,m,9/11/1992,78,cbse,2010,68,cbse,2637,2,B.Tech/B.E.,computer science & engineering,63.5,2637,0,Haryana,2014,625,485,235,0.842248322,315,-1,469,-1,-1,-1,-1,-0.3027,0.2124,0.1637,0.1459,-0.0943,205000
346395,m,8/18/1984,80.64,karnataka secondary education board,2009,64.45,s j polytechnic,316,2,B.Tech/B.E.,electronics and communication engineering,63.66,316,1,Karnataka,2012,605,595,475,0.824666401,365,400,-1,-1,-1,473,-1,1.9011,1.2808,-0.0537,3.3525,0.9763,140000
1248570,f,6/5/1993,63.8,"bseb, patna",2010,69.6,"bseb, patna",2285,2,B.Tech/B.E.,electronics and communication engineering,81,2285,0,West Bengal,2014,475,460,485,0.338786347,415,292,-1,-1,-1,-1,-1,0.5591,0.7119,0.9322,1.5404,1.0554,225000
786671,m,5/18/1992,71.66,state board,2009,86.8,state board,11852,2,B.Tech/B.E.,computer science & engineering,73.1,11852,0,Andhra Pradesh,2013,465,545,545,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.4463,0.5454,0.4711,-0.2344,-0.6692,180000
263961,f,6/2/1988,68.5,0,2005,61.85,0,2513,2,MCA,computer application,75.81,2513,0,Rajasthan,2011,365,355,415,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,-0.0537,-0.0552,0.9763,300000
820222,m,1/11/1991,85.75,state board,2009,64.8,state board,14381,2,B.Tech/B.E.,other,74,14381,1,West Bengal,2013,590,545,470,-1,-1,-1,-1,-1,-1,-1,-1,-1.0208,-0.2871,-0.4511,0.3995,-0.6692,130000
262768,m,12/24/1989,83.6,0,2006,79.6,0,11025,2,B.Tech/B.E.,biotechnology,87.6,11025,0,Uttar Pradesh,2011,605,515,445,-1,-1,-1,-1,-1,-1,-1,-1,0.3555,0.8128,-0.0537,1.9424,0.1864,215000
542295,m,6/23/1990,62.1,state board,2008,66,state board,350,2,B.Tech/B.E.,electronics and electrical engineering,74.74,350,0,Uttar Pradesh,2013,300,410,430,0.336185066,-1,-1,-1,-1,366,-1,-1,0.9737,-0.2793,-1.5051,-0.349,-0.9194,180000
1233512,m,8/23/1992,89,icse,2010,65.2,cbse,1390,2,B.Tech/B.E.,computer science & engineering,88,1390,0,Uttar Pradesh,2015,570,580,440,0.356536488,495,-1,346,-1,-1,-1,-1,0.5591,0.7119,-0.2974,-0.4879,1.4386,335000
676848,m,3/15/1991,65.5,up board,2007,68.2,up board,547,2,MCA,computer application,83.2,547,0,Madhya Pradesh,2013,440,560,635,0.864685413,525,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,0.3174,1.1601,0.0973,120000
425242,m,8/22/1989,71,cbse,2007,74.2,cbse,13543,2,B.Tech/B.E.,information technology,61.1,13543,0,Uttar Pradesh,2012,515,485,445,0.190153406,315,-1,-1,-1,-1,-1,-1,-2.4266,-1.8393,-1.2511,-0.6428,-2.9731,180000
60599,f,9/6/1987,79.37,state board,2005,61.6,state board,18139,2,M.Tech./M.E.,instrumentation and control engineering,82,18139,1,West Bengal,2014,395,605,585,0.124502074,445,233,-1,-1,-1,-1,-1,-0.2628,0.8128,0.9623,-0.8778,0.3444,265000
602267,m,2/18/1991,89.1,state board,2009,97.8,state board,11509,1,B.Tech/B.E.,electronics and communication engineering,85.7,11509,1,Telangana,2013,500,595,870,0.960603252,475,466,-1,-1,-1,-1,-1,-0.4463,-0.2871,-1.2196,1.0333,0.0973,320000
836060,m,11/23/1993,80,state board,2010,70,state board,9699,2,B.Tech/B.E.,electronics and communication engineering,55,9699,1,Rajasthan,2014,430,450,385,-1,-1,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,0.9322,1.5404,0.0973,145000
347313,m,5/4/1991,58,up board,2008,65,up board,12478,2,B.Tech/B.E.,information technology,69.8,12478,0,Uttar Pradesh,2012,445,385,405,0.704090412,465,-1,-1,-1,-1,-1,-1,1.9011,1.6708,1.4702,-0.2902,0.9763,260000
640930,m,2/27/1991,61.4,mpbse,2008,63.33,mpbse,8105,2,B.Tech/B.E.,computer science & engineering,64.88,8105,0,Madhya Pradesh,2013,370,500,720,0.735795709,475,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,-1.0659,-1.6289,0.4805,310000
958388,m,10/2/1991,74,state board,2008,72.6,state board,1206,2,B.Tech/B.E.,computer science & engineering,83,1206,0,Karnataka,2013,605,460,595,0.356536488,525,-1,346,-1,-1,-1,-1,0.2718,0.2124,1.547,-1.1218,0.8637,420000
479849,m,12/11/1988,68,kalaimagal matriculation higher secondary school,2009,82,ks rangasamy institute of technology,4042,2,B.Tech/B.E.,information technology,68,4042,0,Tamil Nadu,2012,565,565,365,0.635978756,445,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.1988,-0.0552,0.6603,465000
1168885,m,12/8/1990,73.1,state board,2008,74.6,state board,4439,2,B.Tech/B.E.,electronics and communication engineering,68.1,4439,0,Uttar Pradesh,2014,455,480,415,0.943272158,-1,452,-1,-1,-1,-1,-1,-0.8772,-1.1196,-1.2196,-1.3753,-0.2859,180000
823838,m,11/18/1990,85,cbse,2009,85,cbse,272,2,B.Tech/B.E.,computer science & engineering,65.25,272,0,Punjab,2014,450,525,515,0.622642916,515,-1,407,-1,-1,-1,-1,-1.308,-0.6201,-0.7585,0.3995,-1.4356,315000
1231817,m,7/11/1990,72,state board,2008,67,state board,15418,2,B.Tech/B.E.,computer science & engineering,62,15418,1,Tamil Nadu,2012,370,370,320,0.144789889,405,-1,284,-1,-1,-1,-1,0.1282,1.0449,0.9322,1.9207,1.247,135000
872494,m,8/11/1992,78,cbse,2010,84,cbse,8116,2,B.Tech/B.E.,computer science & engineering,85.78,8116,1,Tamil Nadu,2014,325,435,545,0.842248322,485,-1,469,-1,-1,-1,-1,-0.4463,0.2124,1.0859,0.2727,-0.6692,315000
644828,f,3/11/1992,90.8,state board,2009,88,state board,124,2,B.Tech/B.E.,electrical engineering,81.5,124,0,Orissa,2013,395,525,605,0.982057124,-1,-1,-1,-1,606,-1,-1,1.5644,0.5454,-0.2974,-1.3753,1.0554,360000
1088625,m,5/7/1990,60.14,state board,2008,60,state board,2921,2,B.Tech/B.E.,information technology,77,2921,0,West Bengal,2014,455,485,510,0.622642916,435,-1,407,-1,-1,-1,-1,-0.159,0.0459,0.3174,-1.2486,1.0554,275000
355786,f,3/29/1991,84.6,ssc,2008,69.5,board of intermediate education,8908,2,B.Tech/B.E.,information technology,63.25,8908,1,Telangana,2012,535,355,395,0.3423149,365,-1,-1,-1,-1,-1,-1,-1.4606,-0.5913,-0.4891,2.2068,-0.1295,120000
1118955,m,11/1/1991,75.4,cbse,2010,75.2,cbse,16161,2,B.Tech/B.E.,electronics & telecommunications,74.41,16161,0,Orissa,2014,665,595,500,0.943272158,475,452,-1,-1,-1,-1,-1,1.1336,0.6211,1.9801,-1.1218,-0.6692,325000
580697,m,5/27/1991,82.6,cbse,2009,79.8,cbse,8195,1,B.Tech/B.E.,information technology,80.05,8195,1,Delhi,2013,650,605,545,0.916869961,555,-1,-1,-1,-1,-1,-1,-0.0154,-0.2871,-0.2974,-0.4879,-2.0105,450000
190981,m,11/18/1989,94.6,icse,2006,83,cbse,11157,1,B.Tech/B.E.,computer engineering,84,11157,0,Jharkhand,2011,695,625,725,0.995464719,685,-1,-1,-1,-1,-1,-1,-1.1901,0.3448,-1.9405,-0.7603,0.0284,550000
325637,f,4/16/1989,74,0,2008,61,0,252,2,B.Tech/B.E.,computer engineering,65,252,1,West Bengal,2012,554,375,475,0.24545566,335,-1,-1,-1,-1,-1,-1,-1.2287,0.6568,-0.6343,-0.26087,-0.1295,400000
845576,f,11/23/1992,78,cbse,2010,72,cbse,14351,2,B.Tech/B.E.,computer science & engineering,74.6,14351,0,Punjab,2014,545,570,455,0.600057182,435,-1,-1,-1,-1,-1,-1,1.1336,0.3789,0.1637,0.0192,-0.6692,65000
582410,m,7/4/1990,81,cbse,2008,85,cbse,8195,1,B.Tech/B.E.,electronics and communication engineering,82.2,8195,1,Delhi,2013,590,570,795,0.538386893,595,333,-1,-1,-1,526,-1,-0.159,0.3789,0.1637,-1.7556,0.2889,350000
820700,m,2/5/1992,71,cbse,2010,68,cbse,6741,2,B.Tech/B.E.,computer science & engineering,73,6741,0,Rajasthan,2016,570,415,605,0.744758354,465,-1,438,-1,-1,-1,-1,-0.0154,0.0459,0.1637,-0.4879,0.0973,265000
1042334,m,4/30/1991,79.4,state board,2008,69.2,state board,8287,2,B.Tech/B.E.,computer science & engineering,74.9,8287,1,West Bengal,2013,430,435,510,0.080055281,455,-1,253,-1,-1,-1,-1,0.7027,-0.6201,-0.6048,0.7798,-1.0524,65000
638324,m,8/10/1989,66,state board,2006,68,state board,9578,2,MCA,computer application,72,9578,0,Uttar Pradesh,2013,285,410,515,0.377551419,375,-1,-1,-1,-1,-1,-1,0.1282,0.2124,1.2396,0.2727,0.6721,180000
666182,m,12/11/1992,91.1,cbse,2010,92.4,cbse,47,1,B.Tech/B.E.,computer science & engineering,83.55,47,1,Delhi,2014,615,605,650,0.622642916,505,-1,407,-1,-1,-1,-1,0.2718,-1.7856,-0.6048,1.6672,-0.2859,325000
872171,m,4/11/1992,88.6,icse,2010,83.25,icse,347,2,B.Tech/B.E.,electronics and communication engineering,86,347,0,Uttar Pradesh,2014,545,520,620,0.943272158,485,452,376,-1,-1,-1,-1,0.8463,0.3789,-0.2974,-0.8682,0.0973,325000
96708,f,8/10/1987,71,icse,2005,72,icse,5086,2,MCA,computer application,78,5086,0,Karnataka,2011,355,375,425,0.735795709,475,-1,-1,-1,-1,-1,-1,1.1283,1.7488,1.9782,-0.1727,0.8183,400000
1004939,m,1/28/1991,79,icse,2009,71.3,icse,547,2,B.Tech/B.E.,electronics and electrical engineering,69.4,547,0,Madhya Pradesh,2014,560,505,440,0.423951396,-1,-1,-1,-1,388,-1,-1,1.4208,1.0449,0.4711,-2.0092,0.4805,200000
1098807,m,3/25/1991,83.5,state board,2008,69.83,state board,13040,2,B.Tech/B.E.,computer science & engineering,79.4,13040,1,West Bengal,2013,500,485,585,0.356536488,455,-1,346,-1,-1,-1,-1,1.4208,1.0449,2.008,-1.5021,0.8637,190000
794381,m,12/17/1991,89,cbse,2010,85.2,cbse,8346,2,B.Tech/B.E.,mechanical engineering,68.76,8346,0,Uttar Pradesh,0,695,655,680,0.755375121,-1,-1,-1,446,-1,-1,-1,1.1336,0.3789,-0.2974,-0.3612,-1.244,325000
336785,m,1/15/1991,92.09,matriculation,2008,93.41,state board,3076,2,B.Tech/B.E.,electronics and communication engineering,80,3076,0,Tamil Nadu,2012,575,585,475,0.694479328,435,366,-1,-1,-1,-1,-1,0.3555,0.5008,0.2366,-0.17277,-0.2875,365000
961030,m,5/4/1991,77.85,state board,2010,64.8,cbse,2037,2,B.Tech/B.E.,electronics and communication engineering,66.6,2037,0,Haryana,2014,450,440,595,0.649389715,-1,356,-1,-1,-1,420,-1,0.8463,0.2124,-0.7585,1.9207,0.6721,180000
1274668,m,12/25/1990,78,state board,2009,72,state board,4319,2,B.Tech/B.E.,electronics and communication engineering,73.4,4319,0,Punjab,2013,490,470,500,0.053160305,395,196,-1,-1,-1,-1,-1,0.4155,0.0459,0.3174,-1.5021,-1.0524,330000
33747,f,1/16/1990,77.2,icse,2008,67.4,cbse,375,2,B.Tech/B.E.,electronics and communication engineering,71.7,375,0,Uttar Pradesh,2012,425,445,415,0.538386893,425,333,-1,-1,-1,-1,-1,-1.4992,0.6568,-0.1988,0.6498,-0.1295,390000
1242062,m,6/25/1990,68,state board,2008,59,state board,2791,2,B.Tech/B.E.,mechanical engineering,70,2791,0,Uttar Pradesh,2014,430,470,475,0.328746379,-1,-1,-1,346,-1,-1,-1,0.7027,0.7119,0.9322,-0.1076,0.6721,240000
60401,m,10/31/1988,72,icse,2006,59.4,isc,501,2,B.Tech/B.E.,electronics & instrumentation eng,72,501,0,Uttar Pradesh,2010,495,505,505,0.124502074,-1,233,-1,-1,-1,-1,-1,-1.4992,-0.5913,0.2366,-0.1727,0.8183,360000
786404,m,5/23/1992,82.33,state board,2009,84,state board,11788,2,B.Tech/B.E.,computer science & engineering,68.6,11788,0,Andhra Pradesh,2013,605,595,720,0.942116551,575,-1,-1,-1,-1,-1,-1,-0.8772,0.0459,0.4711,1.4136,0.6721,350000
955389,f,7/5/1992,80,cbse,2010,66,cbse,12666,2,B.Tech/B.E.,electronics and communication engineering,60.81,12666,0,Uttar Pradesh,2014,275,485,475,0.338786347,-1,292,-1,-1,-1,366,-1,0.5591,-0.7866,0.1637,-0.2344,0.6721,215000
271766,m,7/9/1988,71,central board of secondary education,2006,63.3,bihar intermediate education council,3720,2,B.Tech/B.E.,electronics and communication engineering,75,3720,0,Madhya Pradesh,2011,655,665,695,0.995265706,605,533,-1,-1,-1,446,-1,0.51,0.1888,-0.6343,-0.5253,-0.1295,600000
1194943,m,7/7/1992,71.04,icse,2010,81.33,cbse,8840,2,B.Tech/B.E.,computer science & engineering,74.04,8840,0,Uttar Pradesh,2014,335,540,415,0.622642916,435,-1,407,-1,-1,-1,-1,1.2772,0.2124,0.3174,2.1743,1.0554,200000
1044171,f,12/6/1989,89.6,icse,2008,89.75,icse,2065,2,B.Tech/B.E.,electronics and communication engineering,78,2065,1,West Bengal,2012,630,540,570,0.605533552,445,-1,-1,-1,-1,356,-1,-0.4463,0.5454,0.01,0.0192,0.4805,190000
1087018,m,12/17/1992,78.8,matriculation,2010,76.5,state board,7518,2,B.Tech/B.E.,electronics and electrical engineering,75.9,7518,0,Tamil Nadu,2014,395,425,370,0.423951396,-1,-1,346,-1,388,-1,-1,-0.3027,0.7119,0.01,-0.7415,-1.6273,95000
592833,f,9/24/1991,85.6,cbse,2008,82,cbse,13094,2,B.Tech/B.E.,computer science & engineering,74.01,13094,0,Haryana,2012,370,495,455,0.080055281,445,-1,253,-1,-1,-1,-1,0.1282,0.5454,0.1637,-0.4879,0.8637,205000
815219,m,1/13/1992,76.17,state board,2009,72,cbse,10991,2,B.Tech/B.E.,computer science & engineering,78,10991,0,Rajasthan,2013,510,535,605,0.81941653,505,-1,-1,-1,-1,-1,-1,0.4155,-0.7866,-1.2196,1.1601,-1.8189,330000
852310,m,11/3/1991,80,state board,2009,72.5,state board,12867,2,B.Tech/B.E.,electronics and computer engineering,57.8,12867,0,Andhra Pradesh,2013,580,485,455,0.783303537,405,388,-1,-1,-1,-1,-1,-0.4463,-0.1206,-1.0659,-0.1076,-1.244,120000
493796,m,9/11/1990,82,cbse,2008,91.5,state board,3944,2,B.Tech/B.E.,electronics and communication engineering,81,3944,1,Tamil Nadu,2012,625,585,650,0.376059587,555,300,-1,512,-1,286,-1,0.0464,0.0328,-0.7068,-0.1727,-0.2875,600000
619949,m,4/5/1991,73,cbse,2009,74,state board,275,2,B.Tech/B.E.,mechanical engineering,82,275,1,Karnataka,2013,615,350,400,0.535862819,-1,-1,-1,393,-1,-1,-1,-0.0154,0.0459,0.3174,0.7798,-0.6692,350000
